Final_ID,Raw_ID,Candidate_ID,Requirement_Text,Predicted_Requirement_Type,Confidence_Score,Probability_Functional_Requirement,Probability_Operability,Probability_Performance,Probability_Security,Probability_Usability,Human_Decision,Hierarchy_ID
21,107,CAND_107,"Figure 3‐2: Space segment examples 17 For the purpose of this standard, the following terms and definitions from ECSS‐E‐ST‐10‐02 apply: ECSS‐E‐ST‐10‐03C 1 June 2012 commissioning model philosophy test For the purpose of this Standard, the following terms and definitions from ECSS‐E‐ST‐31 apply: acceptance temperature range minimum switch ON temperature predicted temperature range qualification temperature range temperature reference point For the purpose of this Standard, the following terms and definitions from ECSS‐E‐ST‐32 apply: burst pressure design burst pressure factor of safety limit load (LL) maximum design pressure (MDP) proof factor proof pressure proof test 3.2 Terms specific to the present standard 3.2.1 24-hour equivalent noise exposure level equivalent sound pressure level (Leq) to which the crew members are exposed over a 24‐hour period; expressed in dBA NOTE 0 dBA corresponds to 20 μPa.",Functional Requirement,0.4891601788972039,0.4891601788972039,0.06962233223793346,0.24734115622647965,0.09770609516761838,0.09617023747076452,Not Reviewed,4
22,108,CAND_108,"3.2.2 a-weighting adjustments typically made to acoustic measurements to approximate the response of the human ear 3.2.3 abbreviated functional test (AFT) See ʺreduced functional test (RFT)ʺ 18 ECSS‐E‐ST‐10‐03C 1 June 2012 3.2.4 acceptance level test level reflecting the maximum level expected to be encountered during the flight product lifetime increased by acceptance margins 3.2.5 acceptance margin increase of the environmental, mechanical, thermal, electrical, EMC, or operational extremes above the worst case levels predicted over the specified product lifetime for the purpose of workmanship verification NOTE 1 Margins can include an increase in level or range, an increase in duration or cycles of exposure, as well as any other appropriate increase in severity.",Functional Requirement,0.5230721046151229,0.5230721046151229,0.11761228850823538,0.216178158260051,0.046006077214945214,0.09713137140164554,Not Reviewed,4
23,112,CAND_112,"3.2.7 crewed space segment element space segment design to ensure the safe presence of crew onboard 3.2.8 development test prior qualification test to support the design feasibility and to assist in the evolution of the design 3.2.9 dwell time duration necessary to ensure that internal parts or subassembly of a space segment equipment have achieved thermal equilibrium, from the start of temperature stabilisation phase, i.e.",Functional Requirement,0.47056386480926377,0.47056386480926377,0.3720486285528486,0.056071068321384324,0.07124022628335121,0.030076212033152007,Not Reviewed,2
24,117,CAND_117,3.2.12 maximum expected acceleration acceleration value determined from the combined effects of the steady state acceleration and the transient response of the item as it will experience during its life time NOTE 1 This term is equivalent to limit load (as defined in E‐ST‐32).,Performance,0.5418037322795985,0.40462910565154253,0.013605512217140889,0.5418037322795985,0.010490729032742434,0.029470920818975545,Not Reviewed,4
25,119,CAND_119,"life 3.2.13 maximum expected acoustic spectrum maximum value of the time average root‐mean‐square (r.m.s.) sound pressure level (SPL) in each frequency band occurring inside the payload fairing, orbiter, or cargo bay, which occurs during flight events NOTE 1 E.g.",Functional Requirement,0.5363406700340555,0.5363406700340555,0.009014769464599984,0.4084420222454336,0.018425721879525573,0.027776816376385433,Not Reviewed,4
26,121,CAND_121,"NOTE 2 The maximum expected acoustic environment test spectrum is specified in octave or 1/3 octave bands over a frequency range of 31,5 Hz to 10 kHz.",Operability,0.4301958838411884,0.4155915094758075,0.4301958838411884,0.10899127653490566,0.012749386136586955,0.032471944011511655,Not Reviewed,4
27,122,CAND_122,The duration of the maximum environment is the total period when the overall amplitude is within 6 dB of the maximum overall amplitude.,Performance,0.42316852140844974,0.28659989193301516,0.17314174584535347,0.42316852140844974,0.0757061041456359,0.04138373666754583,Not Reviewed,1
28,123,CAND_123,"3.2.14 maximum expected shock worst cases of the collection of the shock at their mounting interface due to every possible cause NOTE 1 For example: causes of shocks are stage, shroud or satellite separation pyro elements, non‐explosive actuators, mechanisms with energy release, appendage latching, and fuel valves.",Operability,0.41021627561891477,0.38432840116155625,0.41021627561891477,0.06760500523343824,0.0959295697928445,0.0419207481932463,Not Reviewed,3
29,126,CAND_126,3.2.15 maximum expected random vibration spectrum maximum expected environment imposed on the space segment element and space segment equipment due to broad band random forcing functions within the launch element or space segment element during flight or from ground transportation and handling NOTE 1 E.g.,Functional Requirement,0.452318627012505,0.452318627012505,0.34389642220735667,0.1167265894728478,0.03870726582753606,0.04835109547975445,Not Reviewed,4
30,128,CAND_128,NOTE 2 A different spectrum can exist for different space segment equipment zones or for different axis.,Functional Requirement,0.8530758506914982,0.8530758506914982,0.06429674488699075,0.01054542807115398,0.05338056194998401,0.01870141440037302,Not Reviewed,4
31,129,CAND_129,The space segment equipment vibration levels are based on vibration response measurements or model prediction made at the space segment 20 ECSS‐E‐ST‐10‐03C 1 June 2012 equipment attachment points during ground acoustic tests or during flight.,Functional Requirement,0.8553774094283174,0.8553774094283174,0.038214946964200316,0.03606211345020623,0.011273190239909355,0.0590723399173667,Not Reviewed,4
32,130,CAND_130,The duration of the maximum environment is the total period during flight when the overall level is within 6 dB of the maximum overall level.,Performance,0.4945417228020249,0.23351399813942492,0.11404050526480196,0.4945417228020249,0.1256453218385721,0.03225845195517615,Not Reviewed,1
33,131,CAND_131,"NOTE 3 The power spectral density is based on a frequency resolution of 1/6 octave (or narrower) bandwidth analysis, over a frequency range of 20 Hz to 2000 Hz.",Functional Requirement,0.8582498619009575,0.8582498619009575,0.060844720184841286,0.011220944036506742,0.024643288609343884,0.04504118526835056,Not Reviewed,4
34,132,CAND_132,"3.2.16 maximum expected sinusoidal vibration environment maximum expected environment imposed on the space segment element and space segment equipment due to sinusoidal and narrow band random forcing functions within the launch element or space segment element during flight or from ground transportation and handling NOTE In flight, sinusoidal excitations are caused by unstable combustion, by coupling of structural resonant frequencies (POGO), or by imbalances in rotating space segment equipment in the launch element or space segment element.",Operability,0.47215730106283005,0.4331387218507306,0.47215730106283005,0.04639869188032292,0.020148961059828364,0.02815632414628804,Not Reviewed,4
35,136,CAND_136,"Implementation of notching is subject to customer approval and when relevant to Launcher authority approval 3.2.19 operational modes combination of operational configurations or conditions that can occur during the product lifetime for space segment equipment or space segment element NOTE For example: Power‐on or power‐off, command modes, readout modes, attitude control modes, antenna stowed or deployed, and spinning or de‐ spun.",Operability,0.46406162959138364,0.44419477986354705,0.46406162959138364,0.024022740006961276,0.022035400675747965,0.045685449862360006,Not Reviewed,4
36,138,CAND_138,"3.2.21 polarity test test to verify the correct polarity of the functional chains (mainly AOCS) or equipment of the space segment element from sensors to actuators, through a number of interfaces and processing.",Functional Requirement,0.7089653497715848,0.7089653497715848,0.15242277723490277,0.04799457968454562,0.05562123274334417,0.03499606056562279,Not Reviewed,3
37,139,CAND_139,"NOTE 1 A polarity error can be generated throughout the development process: interface documentation, design, H/W manufacturing, S/W development, satellite AIT, satellite database.",Operability,0.7630837412512417,0.15225722733077138,0.7630837412512417,0.0373977654515601,0.026502967177711667,0.020758298788715192,Not Reviewed,4
38,140,CAND_140,"NOTE 2 A polarity error can be generated by any element of the functional chain: sensor or actuator design, sensor or actuator mounting, harness, interface units, software algorithms.",Operability,0.6083340121644015,0.23181302920172805,0.6083340121644015,0.02320993655444362,0.09882901472594718,0.03781400735347954,Not Reviewed,3
39,143,CAND_143,3.2.22 qualification level test level reflecting the maximum level expected to be encountered during the flight product lifetime increased by qualification margins NOTE For thermal the qualification margin applies on top of the acceptance margin.,Performance,0.3770710089868716,0.3318539408899777,0.1423471676420301,0.3770710089868716,0.07436023742664985,0.07436764505447077,Not Reviewed,4
40,148,CAND_148,"22 ECSS‐E‐ST‐10‐03C 1 June 2012 3.2.25 residual life time left before a product is no longer able to achieve minimum acceptable performance requirements, including availability NOTE Criteria can be estimated in terms of serviceability or structural strength for example.",Performance,0.8258135292024245,0.07653738483527509,0.045749724340219955,0.8258135292024245,0.008260200029128207,0.04363916159295245,Not Reviewed,4
41,149,CAND_149,3.2.26 resolution minimum readable value of a quantity on a measurement system NOTE The resolution is accounted for in the accuracy.,Functional Requirement,0.6571839273253205,0.6571839273253205,0.11249462237023289,0.08695550085321288,0.08260027225221421,0.06076567719901961,Not Reviewed,1
42,161,CAND_161,"Abbreviation Meaning AFT AIT AITP AIV AVT CCB CoG DRD EC EGSE EM EMC abbreviated functional test assembly, integration and test assembly, integration and test plan assembly, integration and verification acceptance vibration test configuration control board centre of gravity document requirements definition European Commission electrical ground support equipment engineering model electromagnetic compatibility EMCCP electromagnetic compatibility control plan EQM ESD FFT FM FOP GSE HFE HMI engineering qualification model electrostatic discharge full functional test flight model flight operation plan ground support equipment human factors engineering human‐machine interface 24 Abbreviation Meaning ECSS‐E‐ST‐10‐03C 1 June 2012 ICD KIP LCDA LEOP MDP MIP MoI NC NCR NRB OSPL PFM PIM PSD PT PTR QM r.m.s.",Functional Requirement,0.6137546473770941,0.6137546473770941,0.3494951474932454,0.01322015188637829,0.01094627869117945,0.01258377455210279,Not Reviewed,2
43,163,CAND_163,"A coherent test programme shall be established, encompassing each verification stage and level to implement the verification by testing.",Functional Requirement,0.5720469685676492,0.5720469685676492,0.2900585314548487,0.03948928601615094,0.06866781709193856,0.02973739686941257,Not Reviewed,4
44,169,CAND_169,The customer and the supplier shall agree the need to treat a space segment element as a space segment equipment.,Functional Requirement,0.744320162835496,0.744320162835496,0.0579111655835977,0.017183040830467223,0.03244178571786403,0.14814384503257522,Not Reviewed,4
45,171,CAND_171,"AITP and test specifications shall be derived from the product requirements, verification plan and verification control document (VCD).",Functional Requirement,0.6000430764661049,0.6000430764661049,0.3318208614987491,0.01749674065008854,0.01769643199092967,0.03294288939412783,Not Reviewed,4
46,173,CAND_173,Test procedures shall be derived from test specifications and AITP.,Functional Requirement,0.5253724861940429,0.5253724861940429,0.38399165924795575,0.025649373182771835,0.03904325593521688,0.02594322544001278,Not Reviewed,4
47,174,CAND_174,Test programme and its implementation shall be in conformance with safety requirements of ECSS‐Q‐ST‐40 and ECSS‐Q‐ST‐20‐07.,Functional Requirement,0.5017127893022011,0.5017127893022011,0.43694948415406243,0.015424724048063382,0.015706906497023554,0.03020609599864964,Not Reviewed,4
48,176,CAND_176,Development test of a product shall be completed prior to the start of its formal qualification testing.,Operability,0.4804925443710381,0.34512627539238355,0.4804925443710381,0.03523301780798593,0.0182915647470355,0.12085659768155685,Not Reviewed,1
49,179,CAND_179,Development tests shall not be conducted on qualification or flight models or parts of it.,Functional Requirement,0.5868819117406026,0.5868819117406026,0.26114732005404917,0.027109519654505802,0.06038393491480255,0.0644773136360399,Not Reviewed,4
50,180,CAND_180,"Records of test configuration, test results and other pertinent data shall be maintained.",Functional Requirement,0.5568196148559137,0.5568196148559137,0.06335274067881644,0.02058013683473508,0.3404003377748927,0.01884716985564209,Not Reviewed,4
51,183,CAND_183,The supplier shall assign clear responsibility for the implementation of the test programme.,Functional Requirement,0.7166120121596442,0.7166120121596442,0.1902188713746793,0.016685053441113686,0.03897459913894191,0.03750946388562084,Not Reviewed,4
52,184,CAND_184,"The customer, or its duly appointed representative, shall have the right to participate to all test phases.",Functional Requirement,0.8532590272818474,0.8532590272818474,0.035392857350044576,0.0288727673033064,0.046674349069257506,0.03580099899554412,Not Reviewed,4
53,186,CAND_186,The test programme shall be decomposed in blocks.,Functional Requirement,0.6279739644466357,0.6279739644466357,0.25390119953391316,0.034700229260990624,0.04143562195311941,0.04198898480534111,Not Reviewed,4
54,188,CAND_188,The definition of the blocks of requirement 4.3.2.1a shall be agreed between the customer and supplier.,Functional Requirement,0.825961415037965,0.825961415037965,0.00796497169073975,0.033011601464427186,0.06283174322418197,0.07023026858268594,Not Reviewed,4
55,193,CAND_193,Each test block shall include the following formal reviews: 1.,Functional Requirement,0.8297780923249218,0.8297780923249218,0.12233215367608116,0.010876632917094951,0.01967193022174426,0.017341190860157688,Not Reviewed,4
56,199,CAND_199,A TRR shall be held before the start of the test activity to verify that all conditions allow to proceed with the test.,Functional Requirement,0.8079261454840273,0.8079261454840273,0.11253002095532935,0.012666199037360501,0.012278794515869794,0.054598840007412955,Not Reviewed,4
57,200,CAND_200,The TRR shall address the following topics: 1.,Functional Requirement,0.7248290983427466,0.7248290983427466,0.16897009974661067,0.0434418410761236,0.028095789406415043,0.034663171428104086,Not Reviewed,4
58,202,CAND_202,"item under test configuration; test configuration/set‐up; inspection status report of KIP, MIP, or both; facility, environmental test calibration, maintenance status; conditions, test instrumentations, cleanliness condition, hazard and safety; ground support equipment (GSE) and infrastructures; status of nonconformances that affect the item under test, its associated GSE, or the test facility; waivers status, and deviations; personnel qualification and availability; results from test rehearsal using the test facility with or without the item under test, when relevant; 29 ECSS‐E‐ST‐10‐03C 1 June 2012 12.",Functional Requirement,0.7674766407849863,0.7674766407849863,0.13877630751034895,0.035538383043115476,0.012511099011786339,0.04569756964976275,Not Reviewed,4
59,207,CAND_207,The following parties shall participate to the TRR: 1.,Functional Requirement,0.7331687317693023,0.7331687317693023,0.18256067862947267,0.02243040112062436,0.029414317079112663,0.03242587140148799,Not Reviewed,4
60,210,CAND_210,All the open points shall be clearly identified and actions assigned with closure date before the execution of the test.,Functional Requirement,0.85054201043682,0.85054201043682,0.04622868803770416,0.02617410488408769,0.03134743600210582,0.04570776063928224,Not Reviewed,4
61,211,CAND_211,The output of the TRR shall be a decision to proceed with the test or not.,Functional Requirement,0.6279739644466357,0.6279739644466357,0.25390119953391316,0.034700229260990624,0.04143562195311941,0.04198898480534111,Not Reviewed,4
62,213,CAND_213,A PTR shall be held in order to formally declare the test completed and allow the release of the item under test and test facility for further activity.,Functional Requirement,0.8816602616729877,0.8816602616729877,0.062189131451867885,0.012722790378010097,0.007951362703404793,0.035476453793729455,Not Reviewed,1
63,215,CAND_215,The PTR shall address the following topics: 1.,Functional Requirement,0.7248290983427466,0.7248290983427466,0.16897009974661067,0.0434418410761236,0.028095789406415043,0.034663171428104086,Not Reviewed,4
64,218,CAND_218,The following parties shall participate to the PTR: 1.,Functional Requirement,0.7331687317693023,0.7331687317693023,0.18256067862947267,0.02243040112062436,0.029414317079112663,0.03242587140148799,Not Reviewed,4
65,222,CAND_222,A TRB shall be held to review all results and conclude on the test completeness and achievement of objectives.,Functional Requirement,0.8261434356037294,0.8261434356037294,0.07568493844207277,0.03204391894847676,0.02508361840640998,0.04104408859931112,Not Reviewed,1
66,223,CAND_223,The TRB shall address the following topics: 1.,Functional Requirement,0.7248290983427466,0.7248290983427466,0.16897009974661067,0.0434418410761236,0.028095789406415043,0.034663171428104086,Not Reviewed,4
67,226,CAND_226,The following parties shall participate to the TRB: 1.,Functional Requirement,0.7331687317693023,0.7331687317693023,0.18256067862947267,0.02243040112062436,0.029414317079112663,0.03242587140148799,Not Reviewed,4
68,233,CAND_233,The supplier shall establish the AITP in conformance with the DRD in Annex A.,Functional Requirement,0.6380831270476605,0.6380831270476605,0.0323489876521903,0.214133479970382,0.03448496430484361,0.08094944102492355,Not Reviewed,4
69,235,CAND_235,"The agreed AITP shall be available, at the latest, for the TRR of the test programme.",Functional Requirement,0.521902834236261,0.521902834236261,0.42600250798906725,0.00813070819714143,0.01082685534288785,0.03313709423464255,Not Reviewed,4
70,236,CAND_236,The way the requirement 4.3.3.2b is achieved shall be agreed between the customer and the supplier.,Functional Requirement,0.5431878497083382,0.5431878497083382,0.010328127809867842,0.023200482088233956,0.03882779774037636,0.3844557426531837,Not Reviewed,4
71,238,CAND_238,The supplier shall establish the test specification in conformance with the DRD in Annex B.,Functional Requirement,0.664799124225251,0.664799124225251,0.1715513459489199,0.03397486782472445,0.05080159081765848,0.07887307118344618,Not Reviewed,4
72,239,CAND_239,The agreed test specification shall be available at the relevant test block TRR and on time to allow procedure preparation.,Functional Requirement,0.7183984717850163,0.7183984717850163,0.19500444921485355,0.03421447957194337,0.003947789546692658,0.04843480988149433,Not Reviewed,4
73,240,CAND_240,The way the requirement 4.3.3.3b is achieved shall be agreed between the customer and the supplier.,Functional Requirement,0.5431878497083382,0.5431878497083382,0.010328127809867842,0.023200482088233956,0.03882779774037636,0.3844557426531837,Not Reviewed,4
74,242,CAND_242,The supplier shall establish the test procedure in conformance with the DRD in Annex C.,Functional Requirement,0.6279739644466357,0.6279739644466357,0.25390119953391316,0.034700229260990624,0.04143562195311941,0.04198898480534111,Not Reviewed,4
75,243,CAND_243,"The test procedure, derived from the agreed test specification, shall be available at the relevant test block TRR.",Functional Requirement,0.5069989778947718,0.5069989778947718,0.38532123737234386,0.011690123858140106,0.015032001515191084,0.08095765935955324,Not Reviewed,4
76,244,CAND_244,The way the requirement 4.3.3.4b is achieved shall be agreed between the customer and the supplier.,Functional Requirement,0.5431878497083382,0.5431878497083382,0.010328127809867842,0.023200482088233956,0.03882779774037636,0.3844557426531837,Not Reviewed,4
77,246,CAND_246,The supplier shall establish the test report in conformance with the DRD in Annex C of ECSS‐E‐ST‐10‐02.,Functional Requirement,0.661350570287563,0.661350570287563,0.052791064099904174,0.16535890560730993,0.023494218780246188,0.09700524122497671,Not Reviewed,4
78,250,CAND_250,The test report shall be available prior to the TRB.,Functional Requirement,0.5009700022307599,0.5009700022307599,0.43516237074450237,0.016219586334321422,0.007532286547527899,0.040115754142888246,Not Reviewed,4
79,252,CAND_252,Any failure or anomaly during testing shall be recorded.,Functional Requirement,0.7152527048247722,0.7152527048247722,0.043533482144000504,0.029419440614039283,0.17682828116548055,0.0349660912517075,Not Reviewed,4
80,253,CAND_253,All nonconformances shall be managed in conformance with ECSS‐Q‐ST‐10‐09.,Functional Requirement,0.6775688060725451,0.6775688060725451,0.034127434978339,0.1471091993213404,0.03499476385212308,0.10619979577565242,Not Reviewed,4
81,254,CAND_254,The NRB shall decide on the necessity and extent of any retest activity in order to demonstrate the correctness of the disposition made.,Functional Requirement,0.9056231467882874,0.9056231467882874,0.026603463862806598,0.011403833807525725,0.013587575616833594,0.04278197992454664,Not Reviewed,4
82,256,CAND_256,Test measurements and the environmental conditions shall be recorded for subsequent evaluation.,Functional Requirement,0.502227224954652,0.502227224954652,0.2736110972249553,0.06977285276641107,0.1230587916349378,0.031330033419043814,Not Reviewed,4
83,257,CAND_257,A database of parameters shall be established for trend analysis.,Operability,0.5963874875109214,0.2177728199018533,0.5963874875109214,0.014219940823563584,0.16225645655689175,0.009363295206770057,Not Reviewed,4
84,258,CAND_258,Trend analysis shall be performed using test data acquired across test sequences.,Security,0.3508690783553267,0.1854900217638904,0.23141986997976344,0.01404270852844417,0.3508690783553267,0.21817832137257534,Not Reviewed,4
85,260,CAND_260,Test conditions shall be established using predicted environment plus margins.,Operability,0.7814976364114623,0.11478677993549846,0.7814976364114623,0.014645794643579013,0.02950552092332625,0.05956426808613406,Not Reviewed,4
86,262,CAND_262,"Tests shall be performed simulating the mission envelope, including operational and non‐operational conditions with margins.",Operability,0.5327847017272683,0.35714791137573015,0.5327847017272683,0.021024954693609377,0.02971539317296023,0.05932703903043206,Not Reviewed,4
87,263,CAND_263,"For items tested in an environment different from the one it is expected to operate, the possible differences in behaviour shall be accounted for in the test levels and duration.",Operability,0.660669136334897,0.27673165836339386,0.660669136334897,0.017649424449780248,0.03272154735480477,0.012228233497124106,Not Reviewed,4
88,266,CAND_266,Cleanliness and contamination control for test programmes shall conform to ECSS‐Q‐ST‐70‐01.,Usability,0.47647141684935707,0.43292447728713473,0.04454666661914824,0.01750263111495899,0.028554808129401105,0.47647141684935707,Not Reviewed,4
89,267,CAND_267,The quality and safety management system used to operate and maintain test facility(ies) shall be recognized by the customer.,Operability,0.6549382915575686,0.3048105920280032,0.6549382915575686,0.00897888889207427,0.013173884276528408,0.018098343245825387,Not Reviewed,1
90,268,CAND_268,"NOTE As example, in accordance to quality and safety management system requirements from ECSS‐Q‐ ST‐20‐07.",Functional Requirement,0.6927142223011221,0.6927142223011221,0.22891176277675612,0.012177505402922261,0.04304254869153397,0.023153960827665583,Not Reviewed,1
91,269,CAND_269,"Test facilities, tools and instrumentation shall not prevent to fulfil the tests objectives.",Functional Requirement,0.6350460552775982,0.6350460552775982,0.028025158854613708,0.014693407454993488,0.2861008497275829,0.03613452868521183,Not Reviewed,4
92,270,CAND_270,The EGSE or other support systems of the item under test shall: 1.,Functional Requirement,0.46370383786613856,0.46370383786613856,0.4554497982117088,0.02457320196176682,0.019341671299793896,0.03693149066059194,Not Reviewed,1
